order_id,Date_and_time_of_unloading,Product_code,Amount,Sale_amount,Profit,Discount_percentage
9302,5/13/2020 17:00,2164,4,973.84,464.08,2.62
9303,5/13/2020 17:00,2165,2,593.45,243.45,10.08
9304,5/13/2020 17:00,2166,3,840,355.8,20
9305,5/13/2020 17:00,2168,0.25,240,98.75,11.11
9306,5/13/2020 17:00,2171,10.75,5322.7,2850.2,11.58
9307,5/13/2020 17:00,2176,5.5,3897.02,1698.83,11.43
9308,5/13/2020 17:00,2178,1,245,76.52,30
9309,5/13/2020 17:00,2180,1,286.15,33.43,40.39
9310,5/13/2020 17:00,2183,1,359.7,124.7,20.07
9311,5/13/2020 17:00,2184,1,303.75,114.75,20.07
9312,5/13/2020 17:00,2185,1,450,212.4,
9313,5/13/2020 17:00,2188,5.5,4635.61,2160.61,5.4
9314,5/14/2020 16:00,130,1,270,129,10
9315,5/14/2020 16:00,138,1,350,182,
9316,5/14/2020 16:00,142,2,530,246,5.36
9317,5/14/2020 16:00,217,1,524.96,115.46,30.01
9318,5/14/2020 16:00,236,5,1538.79,610.29,12.07
9319,5/14/2020 16:00,255,2,1039.96,247.96,20
9320,5/14/2020 16:00,257,1,295.86,142.86,10.35
9321,5/14/2020 16:00,294,1,384.97,85.97,30.01
9322,5/14/2020 16:00,295,1,438.69,130.69,20.24
9323,5/14/2020 16:00,296,4,620,244.76,13.89
9324,5/14/2020 16:00,298,1,160,70.32,11.11
9325,5/14/2020 16:00,340,2.75,1822,900.75,7.98
9326,5/14/2020 16:00,364,2,592.98,322.98,15.29
9327,5/14/2020 16:00,380,1,300,150,
9328,5/14/2020 16:00,429,1,629.95,255.19,30.01
9329,5/14/2020 16:00,446,1,224.49,3.39,10.2
9330,5/14/2020 16:00,483,1,489.96,121.8,30.01
9331,5/14/2020 16:00,490,2,1520,896.96,
9332,5/14/2020 16:00,519,3,498.75,498.75,16.88
9333,5/14/2020 16:00,520,2,424.99,194.99,15
9334,5/14/2020 16:00,564,1.75,815,618.83,2.98
9335,5/14/2020 16:00,566,2,440,214.62,
9336,5/14/2020 16:00,572,1,520,122,20
9337,5/14/2020 16:00,578,0.25,153.99,55.24,30
9338,5/14/2020 16:00,591,1,150,97.5,
9339,5/14/2020 16:00,634,0.25,240,104.5,
9340,5/14/2020 16:00,637,2.25,1275,667.5,5.56
9341,5/14/2020 16:00,651,0.75,593.99,316.49,10
9342,5/14/2020 16:00,653,1,330,182,
9343,5/14/2020 16:00,717,4,924.99,924.99,7.5
9344,5/14/2020 16:00,827,1,349.97,97.25,30.01
9345,5/14/2020 16:00,828,2,1919.93,1042.97,20
9346,5/14/2020 16:00,852,3,767.57,287.57,20.04
9347,5/14/2020 16:00,859,0.5,228,138,5
9348,5/14/2020 16:00,898,1,279.01,279.01,20.28
9349,5/14/2020 16:00,899,2,594.98,594.98,15
9350,5/14/2020 16:00,977,1,258.98,86.28,30.01
9351,5/14/2020 16:00,1099,0.25,190,110.03,
9352,5/14/2020 16:00,1171,3,1257.69,528.69,6.84
9353,5/14/2020 16:00,1216,1,594.95,117.95,30.01
9354,5/14/2020 16:00,1278,1,325,19,35
9355,5/14/2020 16:00,1439,3.5,1640.51,800.51,2.35
9356,5/14/2020 16:00,1449,7.25,3487.08,1771.65,14.11
9357,5/14/2020 16:00,1573,1,839.93,355.93,30.01
9358,5/14/2020 16:00,1594,3.75,1890,877.5,16
9359,5/14/2020 16:00,1654,1,258.98,75.28,30.01
9360,5/14/2020 16:00,1658,1,224.14,70.14,10.34
9361,5/14/2020 16:00,1668,1,384.97,96.97,30.01
9362,5/14/2020 16:00,1678,1,279.98,76.18,30.01
9363,5/14/2020 16:00,1728,1,263.21,103.21,20.24
9364,5/14/2020 16:00,1809,1,300,152,
9365,5/14/2020 16:00,1823,2,360,172.38,
9366,5/14/2020 16:00,1827,1,769.94,91.94,30.01
9367,5/14/2020 16:00,1835,1,315,124,10
9368,5/14/2020 16:00,1860,0.75,503.96,126.94,30.01
9369,5/14/2020 16:00,1862,0.5,430,228.34,10.42
9370,5/14/2020 16:00,1906,1,310,152,
9371,5/14/2020 16:00,1917,1,244.98,75.48,30.01
9372,5/14/2020 16:00,1922,1,303.1,129.88,20.24
9373,5/14/2020 16:00,1943,1,270,135,
9374,5/14/2020 16:00,2005,1,260,150,
9375,5/14/2020 16:00,2016,1,140,50.32,22.22
9376,5/14/2020 16:00,2019,0.25,139.99,38.74,30.01
9377,5/14/2020 16:00,2020,1,886.48,366.48,7.66
9378,5/14/2020 16:00,2059,1,349.97,75.97,30.01
9379,5/14/2020 16:00,2080,1,464.85,185.85,10.61
9380,5/14/2020 16:00,2082,3,779.73,-165.27,13.36
9381,5/14/2020 16:00,2093,2,1600,940,
9382,5/14/2020 16:00,2104,1,139.99,139.99,30.01
9383,5/14/2020 16:00,2105,2,524.24,524.24,25.11
9384,5/14/2020 16:00,2116,3.25,1560,831.35,
9385,5/14/2020 16:00,2139,1.25,1102.44,602.44,8.13
9386,5/14/2020 16:00,2163,1.5,840,424.93,
9387,5/14/2020 16:00,2164,2,449.14,194.26,10.17
9388,5/14/2020 16:00,2165,6,1676.34,626.34,15.34
9389,5/14/2020 16:00,2166,2,629.26,330.06,10.11
9390,5/14/2020 16:00,2168,0.5,458.98,176.48,15
9391,5/14/2020 16:00,2171,2.75,1337.58,705.08,13.14
9392,5/14/2020 16:00,2173,2,526.16,206.16,20.28
9393,5/14/2020 16:00,2176,1.5,1160,560.49,3.33
9394,5/14/2020 16:00,2177,1,349.4,70,30.12
9395,5/14/2020 16:00,2178,1,244.98,76.5,30.01
9396,5/14/2020 16:00,2179,1,244.98,98.1,30.01
9397,5/14/2020 16:00,2181,1,314.97,83.85,30.01
9398,5/14/2020 16:00,2182,1,380,142.4,20.83
9399,5/14/2020 16:00,2184,2,605.98,227.98,20.27
9400,5/14/2020 16:00,2188,1.25,853.36,290.86,22.42
9401,5/15/2020 16:00,137,1,420,189,
9402,5/15/2020 16:00,142,2,503.05,219.05,10.17
9403,5/15/2020 16:00,179,1,320,150,
9404,5/15/2020 16:00,247,1,519.45,186.45,10.44
9405,5/15/2020 16:00,257,1,330,177,
9406,5/15/2020 16:00,258,1,800,334,
9407,5/15/2020 16:00,298,4,682,323.28,5.28
9408,5/15/2020 16:00,340,1.25,840,421.25,6.67
9409,5/15/2020 16:00,364,1,350,215,
9410,5/15/2020 16:00,365,2,569.59,317.59,5.07
9411,5/15/2020 16:00,380,1,270,120,10
9412,5/15/2020 16:00,381,1,300,197,
9413,5/15/2020 16:00,490,2.5,1880,1101.2,1.05
9414,5/15/2020 16:00,519,2,379.31,379.31,5.17
9415,5/15/2020 16:00,564,2,910,685.8,5.21
9416,5/15/2020 16:00,566,1,220,107.31,
9417,5/15/2020 16:00,578,2.75,2279.54,1193.29,5.8
9418,5/15/2020 16:00,591,2,300,195,
9419,5/15/2020 16:00,616,1,420,176,
9420,5/15/2020 16:00,634,1.25,1100,422.5,8.33
9421,5/15/2020 16:00,637,4,2324.33,1244.33,3.15
9422,5/15/2020 16:00,653,1,295.55,147.55,10.44
9423,5/15/2020 16:00,683,1,510,195,10.53
9424,5/15/2020 16:00,717,5,1124.32,1124.32,10.05
9425,5/15/2020 16:00,798,1,270,150,10
9426,5/15/2020 16:00,859,0.5,225.02,135.02,6.24
9427,5/15/2020 16:00,899,1,350,350,
9428,5/15/2020 16:00,965,2,500,270,
9429,5/15/2020 16:00,1099,1.75,1330,770.23,
9430,5/15/2020 16:00,1449,5.25,2624.6,1382.39,10.73
9431,5/15/2020 16:00,1501,1,560,245,20
9432,5/15/2020 16:00,1594,7.75,4620,2527.5,0.65
9433,5/15/2020 16:00,1717,1,250,115,10.71
9434,5/15/2020 16:00,1728,1,260,100,21.21
9435,5/15/2020 16:00,1809,2,600,304,
9436,5/15/2020 16:00,1823,1,180,86.19,
9437,5/15/2020 16:00,1849,1,275,39,36.05
9438,5/15/2020 16:00,1851,1,320,106,20
9439,5/15/2020 16:00,1860,1,861.19,358.49,10.29
9440,5/15/2020 16:00,1862,1.75,1555.09,849.26,7.44
9441,5/15/2020 16:00,1867,1,250,82.8,
9442,5/15/2020 16:00,1869,1,320,133.95,20
9443,5/15/2020 16:00,2006,1,330,170,
9444,5/15/2020 16:00,2014,2,600,310,
9445,5/15/2020 16:00,2016,3,540,270.96,
9446,5/15/2020 16:00,2019,0.25,200,98.75,
9447,5/15/2020 16:00,2020,0.5,480,220,
9448,5/15/2020 16:00,2058,1,440,198,
9449,5/15/2020 16:00,2093,2,1539.45,879.45,3.78
9450,5/15/2020 16:00,2096,0.5,280,150,
9451,5/15/2020 16:00,2116,1,455,230.8,5.21
9452,5/15/2020 16:00,2127,2,764,263.88,20.42
9453,5/15/2020 16:00,2139,2.25,1700.43,800.43,21.28
9454,5/15/2020 16:00,2146,1,262.88,102.88,20.34
9455,5/15/2020 16:00,2153,3,780,240,21.21
9456,5/15/2020 16:00,2159,2,522.88,232.88,20.78
9457,5/15/2020 16:00,2163,1.75,965,480.76,1.53
9458,5/15/2020 16:00,2167,1,450,214.24,
9459,5/15/2020 16:00,2168,0.25,270,128.75,
9460,5/15/2020 16:00,2171,4.75,2346.75,1254.25,11.78
9461,5/15/2020 16:00,2174,2,540,260,10
9462,5/15/2020 16:00,2176,0.5,380,180.16,5
9463,5/15/2020 16:00,2178,2,490,153.04,30
9464,5/15/2020 16:00,2188,1,700.57,250.57,20.39
9465,5/16/2020 18:00,129,2,507.5,149.5,27.5
9466,5/16/2020 18:00,132,3,787.27,250.27,25.02
9467,5/16/2020 18:00,236,7,2028.81,728.91,17.19
9468,5/16/2020 18:00,298,6,1080,541.92,
9469,5/16/2020 18:00,340,4.5,3045,1537.5,6.02
9470,5/16/2020 18:00,356,1,285,208.5,5
9471,5/16/2020 18:00,358,1,300,207.04,
9472,5/16/2020 18:00,364,4,1136.2,596.2,18.84
9473,5/16/2020 18:00,365,1,300,174,
9474,5/16/2020 18:00,380,1,269.81,119.81,10.06
9475,5/16/2020 18:00,479,6,1349.59,450.43,25.02
9476,5/16/2020 18:00,490,2.75,1870,1013.32,10.53
9477,5/16/2020 18:00,519,7,1280,1280,8.57
9478,5/16/2020 18:00,520,1,112.5,-2.5,55
9479,5/16/2020 18:00,530,1,172.45,64.45,25.02
9480,5/16/2020 18:00,560,1,179.95,-7.66,55.01
9481,5/16/2020 18:00,564,5,2068.43,1003.48,13.82
9482,5/16/2020 18:00,566,7,643.03,-145.8,58.24
9483,5/16/2020 18:00,578,1,880,485,
9484,5/16/2020 18:00,591,6,900,585,
9485,5/16/2020 18:00,634,0.5,227.19,-43.81,52.67
9486,5/16/2020 18:00,637,7.5,4199.74,2174.74,6.67
9487,5/16/2020 18:00,651,4,1582.41,102.41,55.05
9488,5/16/2020 18:00,654,1,358.98,5.98,55.13
9489,5/16/2020 18:00,688,1,240,105.48,11.11
9490,5/16/2020 18:00,710,0.25,110,57.5,21.43
9491,5/16/2020 18:00,717,1,112.38,112.38,55.05
9492,5/16/2020 18:00,827,1,400,147.28,20
9493,5/16/2020 18:00,852,9.5,2157.84,637.84,29.02
9494,5/16/2020 18:00,859,1.5,482.19,212.19,33.03
9495,5/16/2020 18:00,899,3,1050,1050,
9496,5/16/2020 18:00,965,3,649.32,304.32,13.42
9497,5/16/2020 18:00,1019,0.75,163.47,-72.78,69.73
9498,5/16/2020 18:00,1057,1,148.34,-7.66,55.05
9499,5/16/2020 18:00,1099,0.25,190,110.03,
9500,5/16/2020 18:00,1238,2,450,240,10
9501,5/16/2020 18:00,1378,0.25,107.5,-25,55.21
9502,5/16/2020 18:00,1449,9.75,3908.07,1601.12,28.42
9503,5/16/2020 18:00,1501,2,1120,490,20
9504,5/16/2020 18:00,1555,2,242.74,-57.26,59.54
9505,5/16/2020 18:00,1594,5.75,3344.44,1791.94,3.06
9506,5/16/2020 18:00,1678,1,3.65,-157.27,99.09
9507,5/16/2020 18:00,1809,1,300,152,
9508,5/16/2020 18:00,1860,1.25,1200,571.62,
9509,5/16/2020 18:00,1862,2.5,1904.58,896.26,20.64
9510,5/16/2020 18:00,1926,0.25,108,11.77,55
9511,5/16/2020 18:00,1949,0.75,202.5,15,55
9512,5/16/2020 18:00,1997,0.5,117,27,55
9513,5/16/2020 18:00,1998,0.5,125.42,15.42,55.21
9514,5/16/2020 18:00,2004,2,560,320,
9515,5/16/2020 18:00,2016,1,180,90.32,
9516,5/16/2020 18:00,2019,1.75,1289.58,580.83,7.89
9517,5/16/2020 18:00,2020,0.5,455,195,5.21
9518,5/16/2020 18:00,2030,0.25,108,-23,55
9519,5/16/2020 18:00,2032,0.25,135,-33.75,55
9520,5/16/2020 18:00,2093,1.75,1329.96,752.46,5
9521,5/16/2020 18:00,2096,1.25,655,330,6.43
9522,5/16/2020 18:00,2104,2,400,400,
9523,5/16/2020 18:00,2105,1,280,280,20
9524,5/16/2020 18:00,2114,4,8.03,-391.97,99.09
9525,5/16/2020 18:00,2120,0.5,125.71,25.71,55.1
9526,5/16/2020 18:00,2130,1,189,-23.55,55
9527,5/16/2020 18:00,2139,0.5,381.19,181.19,20.59
9528,5/16/2020 18:00,2145,0.5,135,-10,55
9529,5/16/2020 18:00,2153,1,300,120,
9530,5/16/2020 18:00,2164,4,875,365.24,12.5
9531,5/16/2020 18:00,2166,1,280,130.4,20
9532,5/16/2020 18:00,2168,1,1080,515,
9533,5/16/2020 18:00,2171,2.5,1250,675,10.71
9534,5/16/2020 18:00,2173,1,297,137,10
9535,5/16/2020 18:00,2174,7.5,2032.49,982.49,9.67
9536,5/16/2020 18:00,2175,3,2000,1061,16.67
9537,5/16/2020 18:00,2176,1.75,1038.16,338.73,25.85
9538,5/16/2020 18:00,2188,4.2,2934.58,1044.58,20.6
9539,5/17/2020 17:00,129,2,646.12,288.12,7.7
9540,5/17/2020 17:00,133,1,360,172,5.26
9541,5/17/2020 17:00,137,1,375,144,10.71
9542,5/17/2020 17:00,138,1,350,182,
9543,5/17/2020 17:00,142,1,251.61,109.61,10.14
9544,5/17/2020 17:00,236,4,1258.81,516.01,10.09
9545,5/17/2020 17:00,276,1,350,190,
9546,5/17/2020 17:00,298,2,330,150.64,8.33
9547,5/17/2020 17:00,340,1,625,290,13.19
9548,5/17/2020 17:00,380,1,240,90,20
9549,5/17/2020 17:00,490,0.5,340,184.24,10.53
9550,5/17/2020 17:00,519,1,159.52,159.52,20.24
9551,5/17/2020 17:00,530,3,590,266,14.49
9552,5/17/2020 17:00,564,6.5,2863.35,1406.05,8.23
9553,5/17/2020 17:00,566,19,2449.53,308.42,41.4
9554,5/17/2020 17:00,572,1,649.21,251.21,0.12
9555,5/17/2020 17:00,578,2.5,1846.27,858.77,16.08
9556,5/17/2020 17:00,591,5,717.7,455.2,4.31
9557,5/17/2020 17:00,634,2,1379.47,295.47,28.15
9558,5/17/2020 17:00,637,7.5,4246.35,2221.35,5.64
9559,5/17/2020 17:00,653,2,659.49,363.49,0.08
9560,5/17/2020 17:00,687,1,180,86.78,10
9561,5/17/2020 17:00,825,3,720,381.66,20
9562,5/17/2020 17:00,859,4.5,1900,1090,12.04
9563,5/17/2020 17:00,899,2,630,630,10
9564,5/17/2020 17:00,965,5,1185,610,5.2
9565,5/17/2020 17:00,985,1,75.5,-54.5,46.07
9566,5/17/2020 17:00,1099,3.25,2220,1180.42,10.12
9567,5/17/2020 17:00,1154,0.5,240,240,
9568,5/17/2020 17:00,1171,1,449.31,206.31,0.15
9569,5/17/2020 17:00,1250,2,539.59,271.13,0.08
9570,5/17/2020 17:00,1439,1.75,780,360,7.14
9571,5/17/2020 17:00,1449,2.25,1145,612.63,9.13
9572,5/17/2020 17:00,1472,1,240,90,20
9573,5/17/2020 17:00,1501,2,1225,595,12.5
9574,5/17/2020 17:00,1590,2,591.6,199.6,17.83
9575,5/17/2020 17:00,1594,3.25,1920,1042.5,1.54
9576,5/17/2020 17:00,1654,1,240.5,56.8,35
9577,5/17/2020 17:00,1728,2,506.36,186.36,23.28
9578,5/17/2020 17:00,1821,1,151,1,46.07
9579,5/17/2020 17:00,1860,1,860,357.3,10.42
9580,5/17/2020 17:00,1862,8.5,7213.74,3785.43,11.6
9581,5/17/2020 17:00,1863,2,540,280.8,15.63
9582,5/17/2020 17:00,1867,1,225,57.8,10
9583,5/17/2020 17:00,1922,1,245,71.78,35.53
9584,5/17/2020 17:00,1999,0.5,280,180,
9585,5/17/2020 17:00,2006,2,457.96,137.96,30.61
9586,5/17/2020 17:00,2016,5,687.12,238.72,23.65
9587,5/17/2020 17:00,2017,2,3.1,-195.14,99.23
9588,5/17/2020 17:00,2019,0.25,200,98.75,
9589,5/17/2020 17:00,2020,1.25,1000,350,16.67
9590,5/17/2020 17:00,2022,1,280,102,20
9591,5/17/2020 17:00,2036,1,280,112,20
9592,5/17/2020 17:00,2083,3,323.58,-531.42,46.07
9593,5/17/2020 17:00,2084,0.66,575,275.9,3.2
9594,5/17/2020 17:00,2093,2.75,2090,1182.5,5
9595,5/17/2020 17:00,2096,5.5,2787.88,1357.88,9.48
9596,5/17/2020 17:00,2100,1,151,11,46.07
9597,5/17/2020 17:00,2101,2,660,320,
9598,5/17/2020 17:00,2113,2,215.72,35.72,46.07
9599,5/17/2020 17:00,2114,2,237.28,37.28,46.07
9600,5/17/2020 17:00,2159,3,734.5,299.5,25.81
9601,5/17/2020 17:00,2163,2.25,1245,622.4,1.19
9602,5/17/2020 17:00,2164,5,974.18,336.98,22.07
9603,5/17/2020 17:00,2173,1,260,100,21.21
9604,5/17/2020 17:00,2174,1,240,100,20
9605,5/17/2020 17:00,2175,5.25,3890,2246.75,7.38
9606,5/17/2020 17:00,2176,3.5,2527.65,1128.81,9.73
9607,5/17/2020 17:00,2178,1,280,111.52,20
9608,5/17/2020 17:00,2180,1,380,127.28,20.83
9609,5/17/2020 17:00,2188,2.75,2095,857.5,13.43
9610,5/18/2020 19:00,137,1,335,104,20.24
9611,5/18/2020 19:00,142,3,667.32,241.32,20.56
9612,5/18/2020 19:00,217,2,1350,531,10
9613,5/18/2020 19:00,223,1,960,375,20
9614,5/18/2020 19:00,236,3,910,352.9,13.33
9615,5/18/2020 19:00,282,1,315,154,10
9616,5/18/2020 19:00,283,1,330,179,
9617,5/18/2020 19:00,296,2,322,134.38,10.56
9618,5/18/2020 19:00,298,1,160,70.32,11.11
9619,5/18/2020 19:00,340,2.25,1620,866.25,
9620,5/18/2020 19:00,365,1,300,174,
9621,5/18/2020 19:00,377,5,788.16,319.11,12.43
9622,5/18/2020 19:00,490,0.75,570,336.36,
9623,5/18/2020 19:00,519,4,717.54,717.54,10.31
9624,5/18/2020 19:00,520,2,500,270,
9625,5/18/2020 19:00,530,1,230,122,
9626,5/18/2020 19:00,564,2,806.32,357.92,16.01
9627,5/18/2020 19:00,566,8,1485.39,583.87,15.6
9628,5/18/2020 19:00,634,1,813.71,271.71,15.24
9629,5/18/2020 19:00,637,4,2355,1275,8.01
9630,5/18/2020 19:00,683,1,510,195,10.53
9631,5/18/2020 19:00,717,7,1624.31,1624.31,7.18
9632,5/18/2020 19:00,816,1,210,43,40
9633,5/18/2020 19:00,852,1,285,125,10.94
9634,5/18/2020 19:00,859,0.5,212.14,122.14,11.61
9635,5/18/2020 19:00,898,3,909.57,909.57,13.37
9636,5/18/2020 19:00,1092,2,570,310,5
9637,5/18/2020 19:00,1099,2.25,1398.69,678.99,13.12
9638,5/18/2020 19:00,1154,0.5,240,240,
9639,5/18/2020 19:00,1216,1,850,373,
9640,5/18/2020 19:00,1317,2,380,178,9.52
9641,5/18/2020 19:00,1449,0.25,111.83,52.68,20.12
9642,5/18/2020 19:00,1503,1,240,105,20
9643,5/18/2020 19:00,1555,1,300,150,
9644,5/18/2020 19:00,1590,1,360,164,
9645,5/18/2020 19:00,1594,8,4880,2720,4.69
9646,5/18/2020 19:00,1672,1,550,273.5,
9647,5/18/2020 19:00,1860,2.75,2440,1057.58,7.58
9648,5/18/2020 19:00,1862,2,1870,1063.34,2.6
9649,5/18/2020 19:00,1863,2,575,315.8,10.16
9650,5/18/2020 19:00,1974,1,340,149,10.53
9651,5/18/2020 19:00,1999,1,560,360,
9652,5/18/2020 19:00,2004,1,280,160,
9653,5/18/2020 19:00,2005,1,260,150,
9654,5/18/2020 19:00,2006,3,890,410,10.1
9655,5/18/2020 19:00,2016,1,116.2,26.52,35.44
9656,5/18/2020 19:00,2017,4,780,383.52,2.5
9657,5/18/2020 19:00,2019,0.75,560,256.25,6.67
9658,5/18/2020 19:00,2020,0.25,191.71,61.71,20.12
9659,5/18/2020 19:00,2084,0.33,265,115.45,10.77
9660,5/18/2020 19:00,2092,0.5,225,125.88,6.25
9661,5/18/2020 19:00,2093,1,780,450,2.5
9662,5/18/2020 19:00,2096,1.25,685,360,2.14
9663,5/18/2020 19:00,2108,1,250,115,10.71
9664,5/18/2020 19:00,2133,2,1230,392.52,20.13
9665,5/18/2020 19:00,2135,1,399.39,122.51,20.12
9666,5/18/2020 19:00,2158,0.25,175.73,72.23,20.12
9667,5/18/2020 19:00,2159,1,263.59,118.59,20.12
9668,5/18/2020 19:00,2163,2,1060,506.58,5.36
9669,5/18/2020 19:00,2164,1,161.39,33.95,35.44
9670,5/18/2020 19:00,2166,2,559.15,259.95,20.12
9671,5/18/2020 19:00,2168,0.125,108,37.37,20
9672,5/18/2020 19:00,2169,0.5,300,140,
9673,5/18/2020 19:00,2174,2,510,230,15
9674,5/18/2020 19:00,2175,3.5,2760,1664.5,1.43
9675,5/18/2020 19:00,2176,0.25,160,60.08,20
9676,5/18/2020 19:00,2181,1,360,128.88,20
9677,5/18/2020 19:00,2188,0.75,610,272.5,7.58
9678,5/18/2020 19:00,2189,1,270,119,10
9679,5/18/2020 19:00,2192,1,330,170.11,
9680,5/18/2020 19:00,2197,1,220,95,21.43
9681,5/18/2020 19:00,2202,2,660,340,
9682,5/18/2020 19:00,2203,2,240,-60,60
9683,5/18/2020 19:00,2204,1,267.86,127.86,10.71
9684,5/18/2020 19:00,2207,2,250,30,55.36
9685,5/19/2020 15:00,129,7,1957.93,704.93,20.08
9686,5/19/2020 15:00,131,1,285,139,5
9687,5/19/2020 15:00,133,2,530.96,154.96,30.14
9688,5/19/2020 15:00,135,1,313.5,149.5,5
9689,5/19/2020 15:00,138,1,315,147,10
9690,5/19/2020 15:00,139,1,270,138,10
9691,5/19/2020 15:00,157,2,809.2,241.2,10.09
9692,5/19/2020 15:00,217,1,600,190.5,20
9693,5/19/2020 15:00,236,10,3395,1673,3
9694,5/19/2020 15:00,257,1,296.68,143.68,10.1
9695,5/19/2020 15:00,296,7,1180,523.33,6.35
9696,5/19/2020 15:00,298,7,1201.95,574.19,4.61
9697,5/19/2020 15:00,310,0.75,580,328.75,3.33
9698,5/19/2020 15:00,340,7.75,5460,2863.75,2.15
9699,5/19/2020 15:00,342,0.25,180,60.25,10
9700,5/19/2020 15:00,358,1,298.54,205.58,0.49
9701,5/19/2020 15:00,364,3,978.41,573.41,6.82
9702,5/19/2020 15:00,365,1,240,114,20
9703,5/19/2020 15:00,377,13,2205.08,985.55,5.77
9704,5/19/2020 15:00,380,1,270,120,10
9705,5/19/2020 15:00,464,2,600,340,
9706,5/19/2020 15:00,472,2,600,309.72,
9707,5/19/2020 15:00,474,1,350,162.38,
9708,5/19/2020 15:00,489,3,742.91,197.75,11.56
9709,5/19/2020 15:00,490,1.5,1140,672.72,
9710,5/19/2020 15:00,519,13,2540,2540,2.31
9711,5/19/2020 15:00,520,2,423.67,193.67,15.27
9712,5/19/2020 15:00,530,1,230,122,
9713,5/19/2020 15:00,564,3.25,1460,731.35,6.41
9714,5/19/2020 15:00,566,13,2740.77,1275.8,4.17
9715,5/19/2020 15:00,591,7,1019.22,651.72,2.93
9716,5/19/2020 15:00,634,3.5,2972.02,1075.02,11.55
9717,5/19/2020 15:00,637,11.25,7147.87,4110.37,6.56
9718,5/19/2020 15:00,639,2,760,377.95,
9719,5/19/2020 15:00,643,2,485,191,10.19
9720,5/19/2020 15:00,687,1,200,106.78,
9721,5/19/2020 15:00,717,12,2818.65,2818.65,6.05
9722,5/19/2020 15:00,812,3,722.96,317.96,13.93
9723,5/19/2020 15:00,816,1,280,113,20
9724,5/19/2020 15:00,825,1,238.89,126.11,20.37
9725,5/19/2020 15:00,826,1,240,98.25,20
9726,5/19/2020 15:00,843,1,209,84,5
9727,5/19/2020 15:00,859,1.25,575.06,350.06,4.16
9728,5/19/2020 15:00,899,2,647.24,647.24,7.54
9729,5/19/2020 15:00,985,2,280,20,
9730,5/19/2020 15:00,1012,0.25,125,55,10.71
9731,5/19/2020 15:00,1017,1.25,587.14,357.98,2.14
9732,5/19/2020 15:00,1019,2.25,1980,1271.25,
9733,5/19/2020 15:00,1092,7,1949.53,1039.53,7.17
9734,5/19/2020 15:00,1099,1.25,950,550.16,
9735,5/19/2020 15:00,1136,1,250,112.5,
9736,5/19/2020 15:00,1152,1,520,224,
9737,5/19/2020 15:00,1413,3,725,26,10.49
9738,5/19/2020 15:00,1422,3,1159.3,529.3,3.39
9739,5/19/2020 15:00,1433,2,568.68,255.34,5.22
9740,5/19/2020 15:00,1439,0.25,197.01,137.01,10.45
9741,5/19/2020 15:00,1503,2,478.57,208.57,20.24
9742,5/19/2020 15:00,1510,3,900,510,
9743,5/19/2020 15:00,1536,1,378,153,10
9744,5/19/2020 15:00,1555,2,540,240,10
9745,5/19/2020 15:00,1564,8.75,6760,3303.75,3.43
9746,5/19/2020 15:00,1565,1,450,191,10
9747,5/19/2020 15:00,1594,15.25,9615.51,5498.01,7.28
9748,5/19/2020 15:00,1654,1,255,71.3,31.08
9749,5/19/2020 15:00,1728,1,330,170,
9750,5/19/2020 15:00,1729,1,332.5,156.5,5
9751,5/19/2020 15:00,1733,5.5,2805.49,1717.49,8.91
9752,5/19/2020 15:00,1763,1,720,243.67,10
9753,5/19/2020 15:00,1821,1,250,100,10.71
9754,5/19/2020 15:00,1823,7,1241.83,585.16,1.44
9755,5/19/2020 15:00,1838,2,703,301,5
9756,5/19/2020 15:00,1860,3.25,2945.45,1311.67,5.59
9757,5/19/2020 15:00,1862,3.25,2996.36,1685.54,3.96
9758,5/19/2020 15:00,1863,2,559.66,300.46,12.55
9759,5/19/2020 15:00,1885,1,400,195,
9760,5/19/2020 15:00,1976,2,1396.74,773.74,12.7
9761,5/19/2020 15:00,1984,1,220,113.8,
9762,5/19/2020 15:00,1992,5.25,4287.35,2108.6,7.2
9763,5/19/2020 15:00,1999,5,2685,1685,4.11
9764,5/19/2020 15:00,2004,1,250,130,10.71
9765,5/19/2020 15:00,2016,4,700,341.28,2.78
9766,5/19/2020 15:00,2017,4,709.26,312.78,11.34
9767,5/19/2020 15:00,2019,4,3200,1580,
9768,5/19/2020 15:00,2031,0.5,390,192.5,11.36
9769,5/19/2020 15:00,2036,1,350,182,
9770,5/19/2020 15:00,2059,1,450,176,10
9771,5/19/2020 15:00,2092,4.25,1950,1107.48,4.41
9772,5/19/2020 15:00,2093,5.25,4079.55,2347.05,2.87
9773,5/19/2020 15:00,2096,3.25,1685.38,840.38,7.4
9774,5/19/2020 15:00,2099,1,350,165,
9775,5/19/2020 15:00,2103,2,474.03,474.03,5.19
9776,5/19/2020 15:00,2104,1,200,200,
9777,5/19/2020 15:00,2108,3,502.37,97.37,40.19
9778,5/19/2020 15:00,2121,4.25,2040,1275,
9779,5/19/2020 15:00,2150,6.25,3425.8,1800.8,2.12
9780,5/19/2020 15:00,2153,2,460,100,30.3
9781,5/19/2020 15:00,2160,1,350,174,
9782,5/19/2020 15:00,2161,1,314.66,147.66,10.1
9783,5/19/2020 15:00,2163,0.75,405,197.47,3.57
9784,5/19/2020 15:00,2164,6,1412.5,647.86,5.83
9785,5/19/2020 15:00,2167,1,450,214.24,
